,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
GL Adams,GL Adams,Right hand,Right arm pace,1,0,0,0.0,1,11,7,1,0,8,16,1,0,1,0,0,0,0,0,0.5,37.5,68.8,0.0,11.0,11.0,0.0,100.0,6.2,0.7,16.0,0.0,100.0,10.0,16.0,16.0,1,40,13,3,1,0,24,0,0,0,3,0,0,0,0,0,0,1,0,0,10.0,0,12.5,16.7,inf,0,inf,0,1.7,6.0,54.2,1.0,4.1,inf,-2.5,-0.3,25.7,0.3
CR Knott,CR Knott,Right hand,Right arm off break,1,0,0,0.0,1,50,12,6,0,16,41,1,1,0,0,0,0,0,0,0.4,28.6,122.0,0.0,50.0,50.0,0.0,100.0,14.6,1.2,41.0,0.0,100.0,9.0,41.0,6.8,1,18,10,0,0,1,24,0,0,0,10,0,0,0,1,0,0,2,1,0,4.5,0,41.7,0.0,18.0,0,24.0,0,0.8,inf,41.7,2.0,7.3,18.0,36.5,0.2,3.7,-0.6
CL Griffith,CL Griffith,Right hand,Right arm pace,1,1,0,100.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0,100.0,100.0,0.0,1.0,1.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,,1.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,6.0,,-12.5,-0.0,-14.3,
MK Villiers,MK Villiers,Right hand,Right arm off break,1,1,0,100.0,1,34,14,2,0,5,27,0,0,0,0,0,0,0,0,0.2,48.1,125.9,0.0,inf,34.0,0.0,100.0,7.4,1.3,27.0,0.0,100.0,5.0,inf,13.5,1,23,11,1,0,1,24,0,0,0,7,0,0,0,0,1,0,0,0,0,5.8,0,29.2,4.2,23.0,0,24.0,0,1.0,24.0,58.3,1.3,7.6,23.0,20.5,0.3,8.7,-0.4
AJ Macleod,AJ Macleod,Right hand,Right arm off break,1,1,0,100.0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,100.0,,2.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,0.0,,-13.5,-1.0,-14.3,
J Grewcock,J Grewcock,,,1,1,0,100.0,1,22,10,1,0,7,22,1,1,0,0,0,0,0,0,0.3,50.0,100.0,0.0,22.0,22.0,0.0,100.0,4.5,1.0,22.0,0.0,100.0,17.0,22.0,22.0,1,23,7,3,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,7.7,0,33.3,16.7,inf,0,inf,0,1.3,6.0,44.4,1.2,6.0,inf,8.5,-0.0,8.7,-0.1
F Miller,F Miller,,,1,1,0,100.0,1,11,2,1,0,0,5,0,0,0,0,0,0,0,0,0.0,40.0,220.0,0.0,inf,11.0,0.0,100.0,20.0,2.2,5.0,0.0,100.0,3.0,inf,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,13.2,,-2.5,1.2,-14.3,
GA Elwiss,GA Elwiss,Right hand,Right arm pace,1,0,0,0.0,1,33,17,3,0,14,37,1,0,0,0,1,0,0,0,0.4,48.7,89.2,0.0,33.0,33.0,0.0,100.0,8.1,0.9,37.0,0.0,100.0,8.0,37.0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,5.4,,19.5,-0.1,-14.3,
NM Hancock,NM Hancock,Right hand,Right arm pace,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,25,6,4,0,0,18,1,0,1,7,0,0,0,0,0,0,0,0,0,8.3,0,38.9,22.2,inf,0,inf,0,1.4,4.5,21.1,1.4,,inf,-13.5,,10.7,0.0
S Munro,S Munro,Right hand,Right arm pace,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,27,9,2,0,4,24,4,0,4,9,1,0,0,2,1,0,0,0,0,6.8,0,37.5,8.3,6.75,0,6.0,0,1.1,12.0,22.2,1.4,,6.8,-13.5,,12.7,-0.3
E Gray,E Gray,Right hand,Right arm pace,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,16,8,0,0,1,24,0,0,0,10,0,1,0,0,0,0,0,0,0,4.0,0,41.7,0.0,16.0,0,24.0,0,0.7,inf,50.0,1.7,,16.0,-13.5,,1.7,-0.7
FG Kemp,FG Kemp,,,1,0,0,0.0,1,2,2,0,0,2,4,1,0,0,0,1,0,0,0,0.5,75.0,50.0,0.0,2.0,2.0,0.0,100.0,0.0,0.5,4.0,0.0,100.0,,4.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.0,,-11.5,-0.5,-14.3,
N Harman,N Harman,Right hand,Right arm leg break,1,0,0,0.0,1,10,6,0,0,1,9,0,0,0,0,0,0,0,0,0.1,50.0,111.1,0.0,inf,10.0,0.0,100.0,0.0,1.1,9.0,0.0,100.0,,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.7,,-3.5,0.1,-14.3,
E Windsor,E Windsor,Right hand,Right arm pace,1,0,0,0.0,1,10,2,1,0,2,7,1,0,0,0,0,1,0,0,0.3,28.6,142.9,0.0,10.0,10.0,0.0,100.0,14.3,1.4,7.0,0.0,100.0,5.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,8.6,,-3.5,0.4,-14.3,
AD Carr,AD Carr,Right hand,,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,,,,0,,0,,,,0.0,,,-13.5,,-14.3,
AZ Monaghan,AZ Monaghan,Right hand,Right arm pace,1,0,0,0.0,1,4,0,0,0,0,3,1,0,0,0,0,1,0,0,0.0,25.0,133.3,0.0,4.0,4.0,0.0,100.0,0.0,1.3,3.0,0.0,100.0,,3.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,8.0,,-9.5,0.3,-14.3,
R Southby,R Southby,Right hand,,1,0,0,0.0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0.0,66.7,33.3,0.0,inf,1.0,0.0,100.0,0.0,0.3,3.0,0.0,100.0,,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,2.0,,-12.5,-0.7,-14.3,
A Griffiths,A Griffiths,Right hand,Right arm pace,1,0,0,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,0.0,,-13.5,-1.0,-14.3,
E Corney,E Corney,,,1,0,0,0.0,1,6,2,1,0,7,10,1,0,0,0,1,0,0,0,0.7,30.0,60.0,0.0,6.0,6.0,0.0,100.0,10.0,0.6,10.0,0.0,100.0,5.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.6,,-7.5,-0.4,-14.3,
MR Corteen-Coleman,MR Corteen-Coleman,,,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,14,2,3,0,1,12,0,0,0,7,1,0,0,0,0,0,0,0,0,7.0,0,58.3,25.0,14.0,0,12.0,0,1.2,4.0,25.0,2.3,,14.0,-13.5,,-0.3,-0.2
N Holland,N Holland,,,1,0,0,0.0,1,20,8,3,0,7,18,1,0,0,0,0,0,1,0,0.4,31.6,111.1,0.0,20.0,20.0,0.0,100.0,16.7,1.1,18.0,0.0,100.0,7.0,18.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.7,,6.5,0.1,-14.3,
NE Farrant,NE Farrant,Left hand,Left arm pace,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,8,4,1,0,1,12,0,0,0,7,0,0,0,1,0,0,0,0,0,4.0,0,58.3,8.3,8.0,0,12.0,0,0.7,12.0,33.3,3.5,,8.0,-13.5,,-6.3,-0.7
PA Franklin,PA Franklin,Right hand,Right arm pace,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,8,3,1,0,0,6,1,0,1,2,0,0,0,0,0,0,1,0,0,8.0,0,33.3,16.7,inf,0,inf,0,1.3,6.0,28.6,1.0,,inf,-13.5,,-6.3,-0.1
NAJ Wraith,NAJ Wraith,Right hand,,1,0,0,0.0,1,10,2,2,0,2,6,0,0,0,0,0,0,0,0,0.3,50.0,166.7,0.0,inf,10.0,0.0,100.0,33.3,1.7,6.0,0.0,100.0,3.0,inf,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,10.0,,-3.5,0.7,-14.3,
R MacDonald-Gay,R MacDonald-Gay,,,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,8,4,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,0,16.7,16.7,inf,0,inf,0,1.3,6.0,50.0,1.0,,inf,-13.5,,-6.3,-0.1
PJ Scholfield,PJ Scholfield,Right hand,Right arm pace,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,0,,0,,,,0.0,,,-13.5,,-14.3,
SN Luff,SN Luff,Right hand,Right arm pace,1,0,0,0.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,inf,1.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.0,,-12.5,-0.0,-14.3,
L Winfield-Hill,L Winfield-Hill,,,1,0,0,0.0,1,5,1,1,0,4,6,1,0,0,0,1,0,0,0,0.7,14.3,83.3,0.0,5.0,5.0,0.0,100.0,16.7,0.8,6.0,0.0,100.0,6.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,0,,0,,,,0.0,5.0,,-8.5,-0.2,-14.3,
L Dobson,L Dobson,,,1,0,0,0.0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,100.0,,2.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,0.0,,-13.5,-1.0,-14.3,
EL Arlott,EL Arlott,Right hand,Right arm pace,1,1,0,100.0,1,5,1,1,0,2,4,1,0,0,0,1,0,0,0,0.5,25.0,125.0,0.0,5.0,5.0,0.0,100.0,25.0,1.2,4.0,0.0,100.0,1.0,4.0,4.0,1,10,3,1,0,2,12,1,0,1,7,0,0,0,2,0,0,1,0,0,5.0,0,58.3,8.3,5.0,0,6.0,0,0.8,12.0,23.1,2.3,7.5,5.0,-8.5,0.2,-4.3,-0.6
C Pavely,C Pavely,,,1,1,0,100.0,1,5,3,0,0,2,7,1,0,0,0,0,0,0,1,0.3,28.6,71.4,0.0,5.0,5.0,0.0,100.0,0.0,0.7,7.0,0.0,100.0,,7.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,4.3,,-8.5,-0.3,-14.3,
HJ Armitage,HJ Armitage,Right hand,Right arm leg break,1,0,0,0.0,1,0,0,0,0,3,3,1,0,0,0,1,0,0,0,1.0,33.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,100.0,,3.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,0.0,,-13.5,-1.0,-14.3,
G Potts,G Potts,Right hand,Right arm pace,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,15,3,3,0,3,12,0,0,0,6,1,0,0,2,0,0,0,0,0,7.5,0,50.0,25.0,5.0,0,4.0,0,1.2,4.0,16.7,1.5,,5.0,-13.5,,0.7,-0.2
D Perrin,D Perrin,,,1,1,0,100.0,1,5,1,1,0,1,3,1,1,0,0,0,0,0,0,0.3,0.0,166.7,0.0,5.0,5.0,0.0,100.0,33.3,1.7,3.0,0.0,100.0,1.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,10.0,,-8.5,0.7,-14.3,
EA Burns,EA Burns,Right hand,Right arm off break,1,0,0,0.0,1,30,8,5,0,4,18,1,0,0,0,1,0,0,0,0.2,27.8,166.7,0.0,30.0,30.0,0.0,100.0,27.8,1.7,18.0,0.0,100.0,2.0,18.0,3.6,1,22,6,4,0,2,18,0,0,0,6,0,0,0,1,0,1,0,0,0,7.3,0,33.3,22.2,11.0,0,9.0,0,1.2,4.5,33.3,1.3,10.0,11.0,16.5,0.7,7.7,-0.2
AJ Freeborn,AJ Freeborn,Right hand,,1,1,0,100.0,1,6,2,1,0,2,5,1,0,0,0,0,1,0,0,0.4,40.0,120.0,0.0,6.0,6.0,0.0,100.0,20.0,1.2,5.0,0.0,100.0,2.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,,0,,0,,,,0.0,7.2,,-7.5,0.2,-14.3,
BAM Heath,BAM Heath,Right hand,,1,0,0,0.0,1,3,1,0,0,2,4,1,1,0,0,0,0,0,0,0.5,25.0,75.0,0.0,3.0,3.0,0.0,100.0,0.0,0.8,4.0,0.0,100.0,,4.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,4.5,,-10.5,-0.2,-14.3,
KL George,KL George,Right hand,Left arm pace,1,1,0,100.0,1,9,1,2,0,4,8,1,0,0,0,1,0,0,0,0.5,50.0,112.5,0.0,9.0,9.0,0.0,100.0,25.0,1.1,8.0,0.0,100.0,1.0,8.0,4.0,1,14,4,1,0,1,12,0,0,0,4,1,0,0,0,0,0,0,0,0,7.0,0,33.3,8.3,14.0,0,12.0,0,1.2,12.0,16.7,4.0,6.8,14.0,-4.5,0.1,-0.3,-0.2
SL Kalis,SL Kalis,Right hand,Right arm pace,1,0,0,0.0,1,17,3,2,0,6,14,1,0,0,0,0,1,0,0,0.4,14.3,121.4,0.0,17.0,17.0,0.0,100.0,14.3,1.2,14.0,0.0,100.0,7.0,14.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,7.3,,3.5,0.2,-14.3,
HL Baker,HL Baker,Right hand,Right arm leg break,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,18,4,3,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,9.0,0,33.3,25.0,inf,0,inf,0,1.5,4.0,33.3,1.3,,inf,-13.5,,3.7,0.1
GK Davis,GK Davis,Right hand,Right arm off break,1,1,0,100.0,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0.7,33.3,66.7,0.0,inf,2.0,0.0,100.0,0.0,0.7,3.0,0.0,100.0,,inf,inf,1,23,7,2,1,3,18,2,0,2,8,1,0,0,1,1,0,0,0,0,7.7,0,44.4,16.7,7.67,0,6.0,0,1.3,6.0,25.0,1.3,4.0,7.7,-11.5,-0.3,8.7,-0.1
EK Marlow,EK Marlow,,,1,0,0,0.0,1,7,3,1,0,3,7,1,1,0,0,0,0,0,0,0.4,25.0,100.0,0.0,7.0,7.0,0.0,100.0,14.3,1.0,7.0,0.0,100.0,5.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,6.0,,-6.5,-0.0,-14.3,
K Fraser,K Fraser,Right hand,Right arm off break,1,0,0,0.0,1,12,2,1,1,1,5,0,0,0,0,0,0,0,0,0.2,33.3,240.0,0.0,inf,12.0,0.0,100.0,40.0,2.4,5.0,0.0,100.0,5.0,inf,2.5,1,13,7,0,0,0,12,1,0,1,3,0,0,0,0,0,0,0,0,0,6.5,0,25.0,0.0,inf,0,inf,0,1.1,inf,61.5,1.0,14.4,inf,-1.5,1.4,-1.3,-0.3
GE Hall,GE Hall,,,1,0,0,0.0,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0.5,50.0,50.0,0.0,1.0,1.0,0.0,100.0,0.0,0.5,2.0,0.0,100.0,,2.0,inf,1,17,4,3,0,1,12,1,0,1,5,0,0,0,1,0,0,0,0,0,8.5,0,41.7,25.0,17.0,0,12.0,0,1.4,4.0,46.2,1.2,3.0,17.0,-12.5,-0.5,2.7,0.0
KA Levick,KA Levick,Right hand,Right arm leg break,1,0,0,0.0,1,1,1,0,0,2,3,1,0,0,0,1,0,0,0,0.7,0.0,33.3,0.0,1.0,1.0,0.0,100.0,0.0,0.3,3.0,0.0,100.0,,3.0,inf,1,14,2,2,0,2,12,0,0,0,6,0,1,0,1,0,0,0,0,0,7.0,0,50.0,16.7,7.0,0,6.0,0,1.2,6.0,16.7,2.0,2.0,7.0,-12.5,-0.7,-0.3,-0.2
R Slater,R Slater,Right hand,Right arm pace,1,0,0,0.0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0.5,50.0,50.0,0.0,inf,1.0,0.0,100.0,0.0,0.5,2.0,0.0,100.0,,inf,inf,1,10,3,1,0,2,12,0,0,0,7,1,0,0,0,1,0,0,0,0,5.0,0,58.3,8.3,5.0,0,6.0,0,0.8,12.0,33.3,2.3,3.0,5.0,-12.5,-0.5,-4.3,-0.6
C Brewer,C Brewer,Right hand,Right arm pace,1,1,0,100.0,1,14,3,2,0,6,12,1,0,1,0,0,0,0,0,0.5,16.7,116.7,0.0,14.0,14.0,0.0,100.0,16.7,1.2,12.0,0.0,100.0,4.0,12.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,7.0,,0.5,0.2,-14.3,
E Jones,E Jones,Left hand,Left arm pace,1,1,0,100.0,1,26,9,3,0,4,18,0,0,0,0,0,0,0,0,0.2,55.0,144.4,0.0,inf,26.0,0.0,100.0,16.7,1.4,18.0,0.0,100.0,13.0,inf,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,8.7,,12.5,0.4,-14.3,
C Webb,C Webb,Right hand,Right arm leg break,1,1,0,100.0,1,2,2,0,0,4,6,1,0,0,0,1,0,0,0,0.7,50.0,33.3,0.0,2.0,2.0,0.0,100.0,0.0,0.3,6.0,0.0,100.0,,6.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,2.0,,-11.5,-0.7,-14.3,
HR Walsh,HR Walsh,Left hand,Right arm leg break,1,1,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,1,18,4,0,2,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,9.0,0,41.7,16.7,inf,0,inf,0,1.5,6.0,16.7,1.7,,inf,-13.5,,3.7,0.1
PE Kruger,PE Kruger,Right hand,Right arm pace,1,0,0,0.0,1,16,6,1,1,3,13,0,0,0,0,0,0,0,0,0.2,42.9,123.1,0.0,inf,16.0,0.0,100.0,15.4,1.2,13.0,0.0,100.0,9.0,inf,6.5,1,8,4,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,0,16.7,16.7,inf,0,inf,0,1.3,6.0,83.3,1.0,7.4,inf,2.5,0.2,-6.3,-0.1
A Athanaze,A Athanaze,,,1,1,0,100.0,1,6,4,0,0,2,7,0,0,0,0,0,0,0,0,0.3,62.5,85.7,0.0,inf,6.0,0.0,100.0,0.0,0.9,7.0,0.0,100.0,,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,5.1,,-7.5,-0.1,-14.3,
G Coetzee,G Coetzee,Right hand,Right arm pace,1,0,0,0.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,100.0,,1.0,inf,1,37,6,1,4,1,18,3,0,3,7,0,0,0,1,0,0,0,0,0,12.3,0,38.9,27.8,37.0,0,18.0,0,2.1,3.6,30.0,1.8,0.0,37.0,-13.5,-1.0,22.7,0.7
